geometry,access,source,note,leisure,name,nodes,wikidata,addr:city,addr:country,addr:postcode,addr:street,description,golf:course,golf:par,phone,website,addr:housenumber,addr:housename,start_date,source:name,wikipedia,email,alt_name,postal_code,fhrs:id,not:addr:postcode,opening_hours,source:address,name:en,surface,old_name,operator,source:addr,golf,fixme,charge,fee,ways,type
"POLYGON ((0.0661281 51.3513035, 0.0668083 51.3513398, 0.0672203 51.35112, 0.0697609 51.3514738, 0.0720128 51.352188, 0.0734271 51.3523417, 0.0737573 51.3522979, 0.071941 51.3506805, 0.0708681 51.3492599, 0.0715978 51.3486103, 0.0725848 51.3491688, 0.0727736 51.3490669, 0.0746173 51.34965, 0.0750138 51.3498067, 0.0771551 51.3504089, 0.0772699 51.349187, 0.0778631 51.3492043, 0.078118 51.3492724, 0.078175 51.349215, 0.0783136 51.3489183, 0.0778246 51.3483236, 0.0779448 51.3480663, 0.0768118 51.3473372, 0.0766487 51.3466242, 0.0744816 51.3451695, 0.0725247 51.3430356, 0.0718475 51.3429154, 0.0717093 51.3428909, 0.070336 51.3420491, 0.0687567 51.3420491, 0.0683846 51.3421343, 0.0677267 51.342285, 0.0669543 51.3431161, 0.0665337 51.3431, 0.0662075 51.3434699, 0.0684048 51.3454482, 0.067907 51.3457109, 0.0686194 51.3467564, 0.0691516 51.3480903, 0.0692587 51.3483588, 0.0692803 51.3484129, 0.0664976 51.3490234, 0.0665982 51.3498559, 0.0664215 51.350682, 0.0661281 51.3513035))",,,,golf_course,High Elms Golf Club,"[34054388, 267537896, 267537897, 34054389, 34054390, 2408989873, 34054391, 34054392, 34054393, 267537898, 267537899, 267537900, 2709945681, 34054394, 34054395, 267538367, 3779835720, 270393480, 2424149907, 267532782, 267532783, 34054397, 267532784, 267532960, 267535179, 34054398, 6300776293, 34054399, 267535180, 267536012, 6300776059, 34054400, 267536013, 267536014, 34054402, 34054403, 34054404, 34054405, 2709826333, 2709826343, 267536016, 267537901, 2071549549, 2071549571, 34054388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1243695 51.3530992, 0.1290044 51.3514911, 0.1308068 51.3494005, 0.1355981 51.3466742, 0.1336392 51.3469082, 0.1313977 51.3472695, 0.1292124 51.347226, 0.1270303 51.3469345, 0.1226151 51.3478754, 0.1219662 51.3475778, 0.1220898 51.347269, 0.1225671 51.3460767, 0.1225812 51.3451029, 0.1220883 51.3449001, 0.1218053 51.3447947, 0.1197688 51.3444523, 0.1187518 51.3444386, 0.1155695 51.3446273, 0.1142867 51.3445996, 0.1135703 51.3445842, 0.1126135 51.3448017, 0.1120874 51.3463381, 0.1122565 51.3467627, 0.1170739 51.348918, 0.1182755 51.3502046, 0.1189966 51.3506316, 0.1216659 51.3514055, 0.1243695 51.3530992))",,,,golf_course,Chelsfield Lakes Golf Club,"[34054413, 34054414, 34054415, 34054416, 2313672542, 1034281745, 34054417, 34054418, 34054419, 34054420, 5872680974, 34054421, 34054422, 3131103698, 2203312607, 34054423, 2203312601, 34054424, 3131103679, 34054425, 2203312608, 2203312626, 34054426, 34054427, 34054428, 2085140092, 34054429, 34054413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.0735046 51.3370707, -0.0735583 51.3372068, -0.0734927 51.3374298, -0.0720449 51.3385626, -0.0712912 51.3388588, -0.0706459 51.3390358, -0.0685243 51.3394001, -0.0687309 51.3396765, -0.0683938 51.3397694, -0.0677526 51.3395675, -0.0664503 51.3393468, -0.0659831 51.339322, -0.0648863 51.3394096, -0.0643687 51.3394294, -0.0644557 51.3393684, -0.0645293 51.3392472, -0.0644888 51.3391312, -0.0642539 51.3389025, -0.0640146 51.3385889, -0.0638767 51.3384476, -0.0636729 51.3383313, -0.0633543 51.3380579, -0.0629547 51.3379486, -0.0626087 51.3379127, -0.0621342 51.3378614, -0.0615606 51.3380164, -0.0604989 51.338703, -0.0587628 51.3398554, -0.0571623 51.3388661, -0.0579765 51.3384031, -0.0577084 51.3382112, -0.0573892 51.3375767, -0.0569393 51.3372658, -0.0573791 51.3369416, -0.0581175 51.3363972, -0.0584908 51.3361957, -0.0588977 51.3359761, -0.0592416 51.3357905, -0.0592034 51.3355457, -0.0591159 51.335118, -0.0590251 51.3346743, -0.0589628 51.3343851, -0.0594195 51.3343753, -0.0595573 51.3343008, -0.0598312 51.334223, -0.0600247 51.3341405, -0.0601499 51.3340048, -0.0605112 51.3335393, -0.0607723 51.3331036, -0.0607966 51.3330189, -0.0607424 51.3329754, -0.0605972 51.3328942, -0.060591 51.3328361, -0.0606284 51.3327845, -0.0607135 51.332648, -0.0608209 51.3324348, -0.0608829 51.3321155, -0.0609954 51.3313756, -0.061105 51.3311263, -0.0612908 51.3309074, -0.0613856 51.3308066, -0.0615398 51.3307585, -0.0617883 51.3307751, -0.0619949 51.33083, -0.0621116 51.3309334, -0.0621359 51.3310249, -0.062093 51.3311547, -0.0622009 51.3313006, -0.0624913 51.3314024, -0.0627532 51.3313725, -0.0629945 51.3312897, -0.0634929 51.3311244, -0.0641996 51.3309424, -0.0655607 51.3326522, -0.066071 51.3332079, -0.0669487 51.3341636, -0.0693009 51.3353975, -0.0698776 51.3356922, -0.0700573 51.3357944, -0.0702026 51.3358749, -0.0704642 51.3359323, -0.0706916 51.3360091, -0.0710205 51.3360994, -0.0713559 51.3361653, -0.0716658 51.3362939, -0.0719642 51.3363727, -0.0725228 51.3364044, -0.0727569 51.3364922, -0.0733944 51.3369474, -0.0735046 51.3370707))",,,,golf_course,Selsdon Park Golf Course,"[34054945, 1927786839, 1927786840, 1927786842, 34054946, 1927786843, 128282940, 2148447745, 2148447760, 34054947, 2148447695, 2148447691, 2148447706, 2016530278, 2148447699, 2016530272, 2148447660, 2007317701, 2148447615, 2148447611, 2007317697, 2007317694, 2007317693, 2007317692, 2007317691, 34054949, 2007317700, 34054950, 2007317702, 87334421, 2007317696, 34054536, 34054951, 5333087430, 2007317672, 5333087279, 5333087283, 34054952, 2007317667, 5333087292, 2148446899, 34054619, 2148446858, 2148446848, 2148446841, 2148446837, 34054620, 2148446763, 2148446670, 2148446656, 2148446649, 2148446637, 2148446620, 2148446610, 2148446595, 2148446555, 2148446410, 2148446313, 2148446299, 34054621, 2148446268, 2148446263, 2148446267, 2148446269, 2148446272, 82621369, 2148446301, 2148446309, 2148446317, 2148446311, 34054622, 34054623, 34054624, 82621372, 2648005321, 34054632, 34054633, 2148447033, 2148447060, 2148447081, 2148447090, 2148447107, 2148447131, 2148447157, 2148447214, 2148447263, 34054635, 34054959, 1927786838, 34054945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-0.1805083 51.6581309, -0.1800823 51.6580955, -0.1797453 51.6580144, -0.1793016 51.658101, -0.1774516 51.6579254, -0.1768055 51.6578837, -0.1762678 51.6577888, -0.1756965 51.6578084, -0.175785 51.6577353, -0.1758172 51.6572264, -0.175888 51.6568929, -0.1758811 51.6563585, -0.1759605 51.6561805, -0.1759353 51.6555105, -0.1758122 51.6553328, -0.1761053 51.6553633, -0.1768556 51.6554415, -0.1773107 51.6554746, -0.1777244 51.6556201, -0.1779005 51.6556148, -0.1780613 51.6556245, -0.1781707 51.6556229, -0.1783642 51.6556203, -0.1783619 51.6555889, -0.1800058 51.6557079, -0.1801669 51.656111, -0.1812372 51.6560861, -0.1812605 51.6562638, -0.1811623 51.6562869, -0.1812323 51.656476, -0.1812314 51.6568314, -0.1810736 51.6568348, -0.1810588 51.6569807, -0.1808678 51.6574212, -0.1805083 51.6581309))",,,,golf_course,Tudor Park Footgolf Course,"[34467352, 1916454759, 1916454758, 1916454773, 34467353, 1916454775, 1916454771, 1916454774, 34467354, 34467356, 1916455068, 1916455073, 1916455069, 34467357, 582494055, 9512450118, 1651785481, 34467358, 34467359, 8917299722, 1651785469, 1651785490, 9512354623, 34467360, 34467361, 34467362, 1651474784, 1651474780, 34467365, 1651474778, 1651474782, 1651474775, 582494039, 8917299729, 34467352]",Q7851320,,,,,,,,,,,,,,en:Tudor Sports Ground,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0729273 51.4683981, 0.0730132 51.4708308, 0.0730717 51.4721329, 0.0757638 51.473071, 0.0759527 51.4731401, 0.0788496 51.474199, 0.0824841 51.4748472, 0.0827971 51.4747508, 0.0815824 51.4709857, 0.0807579 51.4700571, 0.0799874 51.4702386, 0.0786351 51.4698684, 0.0773476 51.4676228, 0.0729273 51.4683981))",,,,golf_course,Shooters Hill Golf Course,"[34815243, 34815244, 34815245, 34815246, 416332654, 34815247, 34815248, 34815249, 34815250, 34815251, 1015046676, 34815252, 34815253, 34815243]",,,,,,,18_hole,69,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0622213 51.4390615, 0.0622036 51.4402058, 0.0617693 51.4414958, 0.0602673 51.4440102, 0.062176 51.4443735, 0.0618168 51.4447832, 0.0617108 51.4448259, 0.0615337 51.4448972, 0.0607761 51.4452023, 0.06039 51.4457925, 0.0601675 51.4458686, 0.059333 51.4468274, 0.0591356 51.4470542, 0.0590477 51.4471552, 0.0584977 51.4480997, 0.0539202 51.447568, 0.0537981 51.4452689, 0.0537343 51.4443849, 0.053734 51.443419, 0.0537691 51.4431717, 0.0543599 51.441505, 0.0547741 51.4408805, 0.0549808 51.4404921, 0.0550584 51.4403464, 0.0550456 51.4402436, 0.0550328 51.4401407, 0.0548579 51.4401314, 0.0548346 51.4399184, 0.0548225 51.4398072, 0.0550845 51.4397808, 0.0622213 51.4390615))",,,,golf_course,Royal Blackheath Golf Club,"[418307768, 418307769, 34816652, 34816653, 418307778, 9355754700, 9355754691, 9355754689, 9355754690, 34816655, 5123239898, 10074992862, 9355754624, 34816656, 34816657, 418307791, 34816659, 2016560856, 9465334472, 2016560854, 26152922, 2016560846, 9531597701, 2016560838, 9531597710, 9465334478, 9465334475, 9531597715, 9465334477, 9531597716, 418307768]",Q14289218,,,,,,,,,,,,,,,,,,,,,,Royal Blackheath Golf Club,,,,,,,,,,
"POLYGON ((-0.0030032 51.4116498, -0.0015012 51.4115695, -0.0015329 51.4117934, -0.0015804 51.4121289, -0.0016059 51.4123093, -0.0017052 51.4130111, -0.0017587 51.41349, -0.0012477 51.4135527, -0.0012195 51.414037, -0.000404 51.4142535, 0.0000559 51.4129985, 0.0000556 51.4129953, 0.000024 51.4127063, 0.0000226 51.4126938, -0.0000186 51.4123891, 0.000459 51.4122386, 0.0002841 51.412071, 0.0012454 51.4110609, 0.0033912 51.4084108, 0.0020821 51.4078407, 0.0014984 51.4075866, 0.0012567 51.4077792, 0.0011977 51.4078261, -0.0031319 51.411275, -0.0030032 51.4116498))",,,,golf_course,Shortlands Golf Club,"[34912151, 34912152, 5640104787, 5640104788, 5640104789, 4313153758, 34912153, 4313153791, 4313153790, 4313153761, 4313153802, 4313153808, 33395423, 4313153803, 4313153759, 4313153807, 4313153806, 34912155, 34912156, 21596689, 34912157, 5640104770, 5640104771, 34912158, 34912151]",,Shortlands,,BR2 0BP,Ravensbourne Avenue,9 hole Par 34,9_hole,34,+44 20 8466 9155,http://www.shortlandsgolfclub.com/,,,,,,,,,,,,,,grass,,,,,,,,,
"POLYGON ((-0.078169 51.3573615, -0.0781972 51.3573429, -0.0783521 51.3571107, -0.0784358 51.3569982, -0.078849 51.3564939, -0.0790082 51.3561216, -0.0794191 51.3552209, -0.0795279 51.3549801, -0.0795723 51.3548128, -0.0793106 51.3547521, -0.0792632 51.3547166, -0.0790764 51.3546655, -0.0788607 51.3546255, -0.0785493 51.3545244, -0.0782855 51.3544388, -0.07808 51.3543212, -0.0778669 51.3541063, -0.0776761 51.353885, -0.0774814 51.3535422, -0.077371 51.3533479, -0.0773502 51.3533246, -0.0772506 51.3532127, -0.0771955 51.3530456, -0.0770968 51.3528392, -0.0768447 51.3524384, -0.0764705 51.3519239, -0.0762913 51.3517625, -0.0762034 51.3516623, -0.0760562 51.3515521, -0.075706 51.3514151, -0.0755468 51.3512923, -0.0753123 51.3510422, -0.0751327 51.3508341, -0.0749312 51.3506833, -0.0746811 51.3504893, -0.0743231 51.3501167, -0.0742448 51.350009, -0.0742188 51.3498322, -0.0743035 51.3497737, -0.0744903 51.3497029, -0.0747798 51.349635, -0.0751995 51.3495647, -0.0757484 51.3492112, -0.0758099 51.3491083, -0.0759001 51.3490407, -0.0760805 51.348994, -0.0763332 51.3489921, -0.0765425 51.3490039, -0.0768632 51.3491459, -0.078044 51.3484437, -0.0767296 51.3479082, -0.0740244 51.347388, -0.0727541 51.3471164, -0.0721532 51.3469319, -0.0720548 51.3469005, -0.0715128 51.3466898, -0.0713485 51.3466076, -0.0706299 51.346245, -0.0695703 51.3456858, -0.0691674 51.3458551, -0.0686449 51.3460411, -0.0686176 51.3462302, -0.0685169 51.3469286, -0.0686193 51.3480514, -0.0700559 51.3509713, -0.0705089 51.3523459, -0.0711526 51.353552, -0.0742445 51.3559402, -0.0760001 51.3568218, -0.0768637 51.3571389, -0.077363 51.3572614, -0.078055 51.3574423, -0.0781108 51.3574042, -0.078169 51.3573615))",,,,golf_course,Croham Hurst Golf Course,"[1764501556, 1764501555, 1764501547, 1932822254, 1932822227, 1932822199, 1932822151, 1932822138, 34912200, 9900569541, 4851465872, 1764501477, 4851465875, 4851465876, 1764501475, 1764501471, 34912201, 1932822106, 4851465877, 1932822105, 4851465878, 1932822104, 1932822101, 1932822100, 1932822094, 34912202, 1932822084, 1932822080, 1932822077, 1932822071, 1932822068, 1932822065, 1932822060, 1932822055, 1932822036, 1932822035, 1932822034, 1444849092, 1932822027, 34912204, 1932822002, 1764501165, 1764501155, 1764501125, 1764501115, 1764501102, 1764501099, 1932821970, 34912205, 34912206, 90364661, 1932821927, 1932821918, 1932821909, 1932821907, 1932821898, 1932821897, 1932821890, 1932821880, 2620429654, 89466781, 3577562003, 90364660, 90364659, 34054547, 95099810, 34054548, 34054549, 1764501513, 1764501549, 1764501553, 1764501560, 2620429682, 1764501556]",,South Croydon,,CR2 7HJ,Croham Road,,,,,,,,,,,,,,2043,,,,,,,,,,,,,,
"POLYGON ((0.0432511 51.3396214, 0.0447446 51.3395409, 0.0445729 51.3388117, 0.0442811 51.338549, 0.0438262 51.3377179, 0.0440408 51.3375355, 0.0430022 51.3359859, 0.0426632 51.3354597, 0.0433026 51.3331813, 0.0432082 51.3325861, 0.0437833 51.3321302, 0.0444612 51.3316675, 0.045534 51.3311982, 0.0462743 51.3309837, 0.0467267 51.3310493, 0.0469684 51.330973, 0.0474241 51.3309085, 0.0486187 51.3297547, 0.0489534 51.3287304, 0.0492695 51.3282363, 0.0499219 51.3272164, 0.0501257 51.3268223, 0.0502143 51.326651, 0.0505145 51.3256846, 0.0501884 51.3247299, 0.0491584 51.3244242, 0.0487121 51.3257114, 0.0471843 51.325041, 0.0466676 51.3243075, 0.0455974 51.3242956, 0.0447009 51.3242938, 0.044776 51.3243776, 0.0460635 51.3258157, 0.046988 51.3277585, 0.0469665 51.328268, 0.0462566 51.3287655, 0.0451515 51.3295901, 0.0449584 51.3294091, 0.0450228 51.3277465, 0.0443576 51.327827, 0.0431452 51.3263387, 0.0429629 51.3259632, 0.0421582 51.3249844, 0.0414394 51.3244614, 0.0409661 51.3247181, 0.0412533 51.3262296, 0.0418713 51.3272593, 0.0416224 51.3278976, 0.0431244 51.3300482, 0.0432617 51.3309652, 0.0426781 51.3308741, 0.0424034 51.3312817, 0.0413305 51.3314533, 0.0403092 51.3315015, 0.0398285 51.3316517, 0.0410387 51.3324936, 0.0410853 51.3333642, 0.0407742 51.3340144, 0.0407527 51.3348523, 0.0413106 51.3361661, 0.0425873 51.3378484, 0.0425873 51.3381568, 0.0430058 51.338827, 0.0427683 51.3390935, 0.0429164 51.3394176, 0.0432511 51.3396214))",,,,golf_course,West Kent Golf Club,"[34964742, 34964743, 428197091, 428197092, 428197093, 34964744, 34964745, 271150965, 34964746, 34964747, 428197094, 34964748, 762544858, 762544862, 762540447, 762540453, 34964749, 296533185, 296533186, 6007282727, 445816932, 6007282743, 2159833652, 445821140, 445821141, 34964751, 445821144, 445821145, 445821146, 433200627, 34964752, 8090861226, 674500614, 674500615, 34964753, 674500616, 34964754, 674500617, 674500618, 674500619, 34964755, 674500620, 34964756, 453435282, 34964757, 453435283, 453435285, 34964758, 453435288, 34964759, 453435290, 453435291, 453435292, 453435293, 34964760, 453435294, 674500621, 674500622, 34964761, 674500623, 674500624, 674500625, 674500626, 674500627, 428197100, 34964742]",,,,,,,,,,http://www.wkgc.co.uk/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.0546057 51.314723, 0.055214 51.3147139, 0.0565753 51.3139826, 0.057239 51.3136261, 0.0579606 51.3132385, 0.059291 51.3118973, 0.0599522 51.3109992, 0.0602827 51.3105502, 0.061239 51.3092511, 0.06147 51.3089374, 0.0615226 51.3088659, 0.0634538 51.3069343, 0.0559436 51.3057807, 0.0554715 51.3069611, 0.0549722 51.3069279, 0.0534545 51.306827, 0.0528244 51.307936, 0.0526089 51.3084197, 0.0530153 51.3116367, 0.0533438 51.3122136, 0.0534398 51.3127019, 0.0534769 51.3131607, 0.0537259 51.3136601, 0.0540023 51.3136005, 0.0542383 51.3140168, 0.0542662 51.3140705, 0.0545432 51.3146029, 0.0546057 51.314723))",,,,golf_course,Cherry Lodge Golf Club,"[34964940, 34964941, 2157801815, 2157801809, 34964942, 34964943, 5698820124, 5698820128, 5698819220, 5698820121, 34964944, 34964945, 5578342382, 34964948, 5578330640, 34964949, 5578342371, 2157801804, 34964951, 2159833460, 2159833441, 2159833724, 34964952, 2159833606, 2159833472, 5609980372, 5609980373, 34964940]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1684564 51.4606245, 0.1684266 51.4609694, 0.1687431 51.46117, 0.1687755 51.461216, 0.16901 51.4615493, 0.1693668 51.4621066, 0.1696524 51.4623531, 0.1700483 51.4624459, 0.1708916 51.4624342, 0.1716697 51.4622956, 0.1729262 51.4618374, 0.1747157 51.461199, 0.1776736 51.4601373, 0.1777678 51.4601035, 0.1777529 51.4600903, 0.1777442 51.4600826, 0.1773215 51.4597085, 0.1772638 51.459673, 0.1771518 51.4595741, 0.1767187 51.4591917, 0.1761648 51.4587188, 0.1755821 51.45825, 0.1754748 51.4582374, 0.1753246 51.4582178, 0.1746996 51.4580273, 0.1747258 51.4578827, 0.173498 51.457831, 0.1735 51.4581058, 0.1735014 51.4583064, 0.1733874 51.458517, 0.1733854 51.4586695, 0.1734182 51.4587935, 0.1731632 51.4590292, 0.1730813 51.458991, 0.1730253 51.4589648, 0.1727775 51.4588491, 0.1720482 51.4591576, 0.1707578 51.459834, 0.1706223 51.4597396, 0.1701855 51.4599507, 0.1698619 51.460107, 0.1695256 51.4598627, 0.169291 51.4599885, 0.1691931 51.4599287, 0.16912 51.4599613, 0.1690545 51.4599235, 0.1687416 51.4599988, 0.1685158 51.459996, 0.1684749 51.4601004, 0.1680914 51.460194, 0.167759 51.4602291, 0.1677868 51.4602462, 0.1678335 51.4602747, 0.1678969 51.4603135, 0.168035 51.4603854, 0.1682063 51.4604427, 0.1683706 51.4605208, 0.1684564 51.4606245))",,,,golf_course,Barnehurst Golf Course,"[35787866, 9484003470, 9484003471, 9597709279, 5284158922, 9484003472, 35787867, 35787868, 9597709283, 35787869, 35787870, 5284153762, 9505203282, 35787871, 9496426911, 9589879978, 9496451551, 9496451550, 9502692484, 9496451553, 9496451552, 9496451554, 35787872, 9496451588, 9496451571, 9496451569, 35787873, 9586442922, 35787874, 9496451589, 35787875, 9502692495, 9586390982, 9586442927, 9586442925, 9586390983, 35787876, 9490446915, 35787877, 9502692498, 9484003429, 7006205745, 9484003432, 9484003431, 9484003430, 9586468538, 9586468537, 418321374, 7006205747, 7006205748, 5284155419, 4773029591, 4773029589, 9484003462, 9484003461, 7006205767, 5284155420, 35787866]",,Barnehurst,,,Mayplace Road East,9 hole Par 34,9_hole,34,+44 1322 523746,https://www.mytimeactive.co.uk/golf/centres/barnehurst/default.aspx,,,,,,barnehurst@mytimeactive.co.uk,,,,,,,,,,,,,,,,,
"POLYGON ((-0.3315555 51.5663578, -0.3322275 51.566326, -0.3327051 51.5662601, -0.3330894 51.5663754, -0.3332487 51.5666334, -0.3334298 51.5669518, -0.3331938 51.5671055, -0.3329357 51.5672373, -0.3326557 51.5673142, -0.3322769 51.5674789, -0.3320573 51.5676381, -0.3322769 51.5680004, -0.332524 51.568242, -0.3328644 51.5685275, -0.3332871 51.5687416, -0.3336933 51.5688514, -0.3340722 51.5687855, -0.3342533 51.5688733, -0.3343961 51.5691423, -0.3344125 51.569587, -0.3351098 51.5698835, -0.335269 51.5699604, -0.3355984 51.5700811, -0.3361254 51.5701854, -0.3364988 51.5700482, -0.3368117 51.5699055, -0.3372344 51.570169, -0.337465 51.5703996, -0.3375038 51.5705827, -0.336689 51.5713169, -0.3365936 51.5715972, -0.336501 51.5717707, -0.3362923 51.5717835, -0.3361263 51.5717659, -0.335867 51.5717219, -0.3355709 51.5716732, -0.3351153 51.5716019, -0.3348627 51.5715525, -0.3345937 51.5716403, -0.3343631 51.5715909, -0.3342149 51.5714756, -0.3341511 51.571346, -0.3341855 51.5711941, -0.3342519 51.5711072, -0.3343668 51.5709936, -0.3344932 51.5709272, -0.3346248 51.5708468, -0.3344486 51.5707408, -0.3342379 51.5706884, -0.3341268 51.5707178, -0.3339161 51.5708059, -0.3337939 51.5708403, -0.3336867 51.570841, -0.3335208 51.5708099, -0.3333969 51.5707749, -0.3332232 51.5707019, -0.3330929 51.5706279, -0.3330823 51.5704588, -0.3331563 51.5703883, -0.3332902 51.5702227, -0.3333712 51.5699937, -0.3333219 51.5698387, -0.3332197 51.5696978, -0.3330013 51.5696449, -0.3326771 51.5694582, -0.3323847 51.5693102, -0.3324199 51.5690847, -0.3323961 51.5689558, -0.3325475 51.5688196, -0.3325786 51.5687401, -0.3325432 51.5685774, -0.3325038 51.5684667, -0.3322825 51.5684082, -0.3321275 51.5684012, -0.3319936 51.5686161, -0.3317399 51.568757, -0.3315743 51.5687958, -0.3313629 51.5687394, -0.3312431 51.5686055, -0.3309824 51.5684012, -0.3304398 51.5677459, -0.3302672 51.567545, -0.3300805 51.5673336, -0.3300311 51.5671645, -0.3299536 51.5670377, -0.3297825 51.5669592, -0.3297875 51.5668113, -0.3298021 51.5665726, -0.3298338 51.5664281, -0.3299254 51.566326, -0.3300699 51.5662661, -0.3303553 51.5662802, -0.3306653 51.5663013, -0.3309366 51.566333, -0.3312572 51.5663577, -0.3315555 51.5663578))",private,,,golf_course,Harrow School Golf Course,"[36262027, 36262026, 36262025, 36262024, 36262023, 36262022, 36262021, 36262020, 36262019, 36262018, 36262017, 36262016, 36262015, 36262014, 36262013, 36262012, 36262011, 36262010, 36262009, 36262008, 36262006, 36262005, 36262004, 36262002, 36262001, 36261999, 36261997, 36261995, 36261993, 36261992, 36261990, 36261989, 1747560699, 36261987, 1490010687, 36261985, 36261984, 36261982, 36261981, 36261979, 36261977, 36261976, 36261974, 36261973, 36261971, 36261969, 36261968, 36261966, 36261965, 36261963, 36261961, 36261960, 36261958, 36261949, 36261947, 36261945, 36261944, 36261942, 36261941, 36261939, 36261937, 36261936, 36261934, 36261932, 36261931, 36261929, 36261928, 388978778, 36261927, 388978774, 36261925, 388978771, 36261924, 36261922, 36261921, 36261919, 36261917, 36261915, 36261914, 36261912, 36261910, 36261908, 36261907, 36261905, 36261904, 36261902, 36261901, 36261899, 36261898, 36261896, 36261895, 36261893, 36261892, 36261890, 36261889, 36262027]",,,,,,9 hole,9_hole,,+44 20 8872 8000,https://www.harrowschool.org.uk/1541/outside-the-classroom/sport/,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((0.1285286 51.4501359, 0.128242 51.4502085, 0.1283805 51.4497588, 0.1288385 51.4496241, 0.1290291 51.449549, 0.1292406 51.4494255, 0.129508 51.4490644, 0.1291647 51.4490999, 0.1290016 51.4491022, 0.1289713 51.449036, 0.1291391 51.4490088, 0.1295279 51.4488304, 0.1296502 51.4487914, 0.1300703 51.4486182, 0.1301912 51.4485305, 0.1314378 51.4484811, 0.1320664 51.4484943, 0.1325608 51.4485095, 0.1327799 51.4487059, 0.1336942 51.4495252, 0.1336891 51.4496542, 0.1339074 51.4498941, 0.1340529 51.4499901, 0.1356908 51.4510706, 0.1362452 51.4514363, 0.1361851 51.4516184, 0.1356058 51.452119, 0.1353845 51.4519678, 0.1350854 51.452053, 0.1350519 51.4520321, 0.1349425 51.4520843, 0.1335476 51.4514842, 0.1333246 51.4516092, 0.1332267 51.4517672, 0.1329987 51.4516945, 0.1327787 51.4516878, 0.1327975 51.4517195, 0.132603 51.451768, 0.1323844 51.4519159, 0.1320733 51.4519987, 0.1316452 51.4520224, 0.1314336 51.4519393, 0.1313102 51.4518574, 0.1310728 51.4518909, 0.1309267 51.4519544, 0.1308931 51.4519193, 0.1309553 51.4514037, 0.1310004 51.4510292, 0.1312204 51.4510167, 0.131094 51.4507203, 0.1306583 51.4503758, 0.1304003 51.4502617, 0.1302057 51.450196, 0.1296588 51.4501028, 0.1293496 51.4500827, 0.1289656 51.4500927, 0.1285286 51.4501359))",,,,golf_course,Bexleyheath Golf Club,"[36658203, 33455124, 9594122932, 9594122931, 9594122933, 9594122934, 9594122942, 9594122935, 9594122937, 9594122936, 9594122939, 9594122938, 9594122940, 9594122941, 33455125, 9594122943, 414034221, 36658205, 33455113, 8853904008, 9594122944, 36658206, 33455114, 33455117, 33455118, 9594122945, 9594122946, 9594122947, 9594122948, 9594122949, 33455119, 33455120, 9594122959, 9594122958, 9594122957, 9594122960, 9594122956, 9594122955, 9594122954, 9594122953, 36658211, 9594122952, 33455121, 9594122951, 9594122950, 9594122962, 9594112206, 9594122963, 9594122964, 36658212, 9594122926, 9594122925, 36658213, 9594122927, 9594122928, 9594122929, 36658203]",,Bexleyheath,,DA6 8JS,Mount Drive,9 hole Par 33,,,+44 20 8303 6951,http://bexleyheath-golf.com/,,,1909,,,,,,,,,,,grass,,,,,,,,,
